"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
6101,3020,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",12,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",21,"20-24","No",NA,"21-25 mph","O: No Injury","Black","Female","Passenger Car","No","26MAY2011","Thursday","Bicyclist Left Turn / Merge",18,"Intersection-Related","May","B: Evident Injury",66300,"Bicyclist Left Turn - Same Direction",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6102,3023,"None - Rural Crash","Currituck","Coastal","Residential","Rural (<30% Developed)",NA,"Rural","30 - 35  MPH","Stop Sign","Clear","No",69,"60-69","No",NA,"Facing Traffic","B: Evident Injury","Multi-use Path","White","Female",33,"30-39","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","28MAY2011","Saturday","Bicyclist Failed to Yield - Sign-Controlled Intersection",10,"Intersection","May","B: Evident Injury",36420,"Bicyclist Ride Through - Sign-Controlled Intersection",2011,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6103,3024,"Fayetteville","Cumberland","Coastal","Commercial","Rural (<30% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",33,"30-39","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",28,"25-29","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","02MAY2011","Monday","Motorist Failed to Yield - Midblock",18,"Non-Intersection","May","C: Possible Injury",66660,"Motorist Drive Out - Commercial Driveway / Alley",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Driveway, Public","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
6104,3033,"Greensboro","Guilford","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban",NA,"No Control Present","Clear","No",21,"20-24","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female",57,"50-59","No",NA,"0-5 mph","O: No Injury","Black","Male","Pickup","No","19MAY2011","Thursday","Motorist Failed to Yield - Midblock",14,"Non-Intersection","May","C: Possible Injury",52980,"Motorist Drive Out - Commercial Driveway / Alley",2011,"Yes","No","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","Other","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6105,3035,"Asheville","Buncombe","Mountains","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Flashing Stop And Go Signal","Clear","No",18,"16-19","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","White","Male",68,"60-69","No",NA,"31-35 mph","O: No Injury","White","Female","Passenger Car","No","22MAY2011","Sunday","Loss of Control / Turning Error",12,"Intersection","May","C: Possible Injury",45420,"Bicyclist Lost Control - Mechanical Problems",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6106,3045,"Statesville","Iredell","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Cloudy","No",50,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,"70+","No",NA,"26-30 mph","O: No Injury","White","Male","Pickup","No","14MAY2011","Saturday","Crossing Paths - Other Circumstances",8,"Intersection-Related","May","B: Evident Injury",29580,"Crossing Paths - Intersection - Other / Unknown",2011,"Yes","No","Daylight","Curve - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6107,3050,"None - Rural Crash","Robeson","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",17,"16-19","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",25,"25-29","No",NA,"51-55 mph","O: No Injury","Native American","Male","Pickup","No","06JUN2011","Monday","Bicyclist Left Turn / Merge",18,"Non-Intersection","June","B: Evident Injury",66480,"Bicyclist Left Turn - Same Direction",2011,"No","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6108,3058,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",13,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",NA,NA,"Missing",NA,"0-5 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","10JUN2011","Friday","Loss of Control / Turning Error",19,"Intersection","June","B: Evident Injury",69480,"Bicyclist Lost Control - Oversteering, Improper Braking, Speed",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6109,3062,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",34,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",36,"30-39","No",NA,"0-5 mph","O: No Injury","Black","Female","Passenger Car","No","20MAY2011","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",18,"Intersection","May","B: Evident Injury",65160,"Motorist Drive Out - Sign-Controlled Intersection",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6110,3071,"Mooresville","Iredell","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",45,"40-49","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",42,"40-49","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","27MAY2011","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",12,"Intersection","May","C: Possible Injury",43200,"Motorist Drive Out - Sign-Controlled Intersection",2011,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
6111,3076,"Asheville","Buncombe","Mountains","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",NA,NA,"Missing",NA,"With Traffic","Unknown Injury","Travel Lane","Unknown/Missing",NA,59,"50-59","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","27MAY2011","Friday","Motorist Overtaking Bicyclist",13,"Non-Intersection","May","O: No Injury",47040,"Motorist Overtaking - Other / Unknown",2011,"No","No","Daylight","Straight - Grade","US Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
6112,3079,"Hendersonville","Henderson","Mountains","Institutional","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Cloudy","No",55,"50-59","No",NA,"Not Applicable","B: Evident Injury","Non-Roadway","White","Male",NA,NA,"Missing",NA,"6-10 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","03MAY2011","Tuesday","Non-Roadway",12,"Non-Roadway","May","B: Evident Injury",43200,"Non-Roadway",2011,"No","Yes","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","Driveway, Public","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6113,3089,"Roanoke Rapids","Halifax","Coastal","Residential","Mixed (30% To 70% Developed)",NA,"Urban","20 - 25  MPH","Stop And Go Signal","Clear","No",37,"30-39","No",NA,"Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",63,"60-69","No",NA,"0-5 mph","O: No Injury","White","Male","Pickup","No","30MAY2011","Monday","Motorist Failed to Yield - Signalized Intersection",10,"Intersection","May","O: No Injury",37560,"Motorist Drive Out - Right Turn on Red",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6114,3093,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",21,"20-24","No",NA,"Not Applicable","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",NA,NA,"Missing",NA,"0-5 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","16JUN2011","Thursday","Non-Roadway",16,"Non-Roadway","June","O: No Injury",58260,"Non-Roadway",2011,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6115,3097,"Kinston","Lenoir","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",17,"16-19","No",NA,"With Traffic","O: No Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,"16-20 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","21MAY2011","Saturday","Motorist Failed to Yield - Midblock",20,"Non-Intersection","May","O: No Injury",73140,"Motorist Drive Out - Commercial Driveway / Alley",2011,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Public","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6116,3103,"Winston-Salem","Forsyth","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",45,"40-49","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,"70+","No",NA,"16-20 mph","O: No Injury","White","Female","Passenger Car","No","06JUN2011","Monday","Motorist Left Turn / Merge",8,"Intersection","June","B: Evident Injury",31140,"Motorist Left Turn - Opposite Direction",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6117,3106,"None - Rural Crash","Wake","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",52,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",49,"40-49","No",NA,"46-50 mph","O: No Injury","White","Female","Passenger Car","No","22JUN2011","Wednesday","Bicyclist Left Turn / Merge",18,"Non-Intersection","June","B: Evident Injury",66660,"Bicyclist Left Turn - Same Direction",2011,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6118,3110,"Charlotte","Mecklenburg","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",35,"30-39","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",39,"30-39","No",NA,"6-10 mph","O: No Injury","White","Female","Passenger Car","No","06JUN2011","Monday","Motorist Failed to Yield - Midblock",10,"Non-Intersection","June","B: Evident Injury",38220,"Motorist Drive Out - Commercial Driveway / Alley",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"6 lanes",2,0,NA,0,NA
6119,3121,"Pinehurst","Moore","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","Yield Sign","Clear","No",24,"20-24","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",19,"0-19","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","07JUN2011","Tuesday","Motorist Left Turn / Merge",7,"Intersection","June","O: No Injury",26940,"Motorist Left Turn - Opposite Direction",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6120,3126,"Jacksonville","Onslow","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",11,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Female",23,"20-24","No",NA,"16-20 mph","C: Possible Injury","Hispanic","Male","Motorcycle","No","13JUN2011","Monday","Head-On",17,"Non-Intersection","June","B: Evident Injury",61440,"Head-On - Motorist",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6121,3127,"None - Rural Crash","Johnston","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",52,"50-59","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","White","Male",21,"20-24","No",NA,"46-50 mph","O: No Injury","White","Male","Passenger Car","No","29JUN2011","Wednesday","Motorist Overtaking Bicyclist",15,"Non-Intersection","June","A: Disabling Injury",54240,"Motorist Overtaking - Misjudged Space",2011,"Yes","No","Daylight","Curve - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",3,0,NA,0,NA
6122,3128,"None - Rural Crash","Brunswick","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",60,"60-69","No",NA,"With Traffic","K: Killed","Travel Lane","White","Male",51,"50-59","No",NA,"51-55 mph","O: No Injury","White","Male","Single Unit Truck (2-Axle, 6-Tire)","No","20JUN2011","Monday","Bicyclist Left Turn / Merge",14,"Non-Intersection","June","K: Killed",50520,"Bicyclist Left Turn - Same Direction",2011,"Yes","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6123,3132,"Boone","Watauga","Mountains","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Double Yellow Line, No Passing Zone","Other","No",22,"20-24","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,NA,"No","05JUN2011","Sunday","Motorist Overtaking Bicyclist",21,"Non-Intersection","June","B: Evident Injury",76200,"Motorist Overtaking - Misjudged Space",2011,"No","Yes","Dawn","Curve - Grade","US Route",NA,"Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6124,3144,"None - Rural Crash","Scotland","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",17,"16-19","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,"70+","No",NA,"46-50 mph","O: No Injury","Black","Male","Passenger Car","No","02JUL2011","Saturday","Motorist Overtaking Bicyclist",1,"Non-Intersection","July","C: Possible Injury",5100,"Motorist Overtaking - Bicyclist Swerved",2011,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6125,3151,"Siler City","Chatham","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",38,"30-39","No",NA,"With Traffic","O: No Injury","Travel Lane","Hispanic","Male",65,"60-69","No",NA,"31-35 mph","O: No Injury","Black","Female","Passenger Car","No","15JUN2011","Wednesday","Bicyclist Failed to Yield - Sign-Controlled Intersection",20,"Intersection","June","O: No Injury",72600,"Bicyclist Ride Out - Sign-Controlled Intersection",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
6126,3160,"Matthews","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",41,"40-49","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",36,"30-39","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","21JUN2011","Tuesday","Motorist Left Turn / Merge",20,"Non-Intersection","June","B: Evident Injury",72360,"Motorist Left Turn - Opposite Direction",2011,"No","No","Daylight","Curve - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6127,3163,"Southern Shores","Dare","Coastal","Residential","Urban (>70% Developed)",NA,"Rural",NA,"Stop Sign","Clear","No",38,"30-39","No",NA,"With Traffic","B: Evident Injury","Multi-use Path","White","Female",43,"40-49","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","21JUN2011","Tuesday","Crossing Paths - Other Circumstances",13,"Intersection-Related","June","B: Evident Injury",48660,"Sign-Controlled Intersection - Other / Unknown",2011,"No","No","Daylight","Straight - Level","Private Road, Driveway","Dry","Two-Way, Not Divided","None","Driveway, Public","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6128,3164,"None - Rural Crash","Cleveland","Mountains","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Stop Sign","Clear","No",17,"16-19","Yes",NA,"With Traffic","C: Possible Injury","Travel Lane","Hispanic","Male",36,"30-39","No",NA,"51-55 mph","O: No Injury","White","Male","Passenger Car","Yes","11JUL2011","Monday","Bicyclist Failed to Yield - Sign-Controlled Intersection",21,"Intersection","July","C: Possible Injury",76440,"Bicyclist Ride Through - Sign-Controlled Intersection",2011,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6129,3173,"Wilmington","New Hanover","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",21,"20-24","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","White","Male",20,"20-24","No",NA,"0-5 mph","O: No Injury","White","Male","Passenger Car","No","22MAY2011","Sunday","Motorist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","May","C: Possible Injury",63120,"Motorist Drive Out - Sign-Controlled Intersection",2011,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Related To Intersection","Coarse Asphalt",0,0,0,0,0,0,0,NA,2,0,NA,0,NA
